Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location,Lat,Long
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,,,WASHINGTON,NC,27889,BEAUFORT,2529754100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"628 E 12TH ST
WASHINGTON, NC 27889
(35.548766533000446, -77.03901803499963)",35.54876653300044,-77.03901803499963
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,,,ASHEVILLE,NC,28805,,8282987911,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"1100 TUNNEL ROAD
ASHEVILLE, NC 28805
(35.58728797000049, -82.48584725199964)",35.5872879700004,-82.48584725199964
341302,OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH ROAD,,,SCOTLAND NECK,NC,27874,HALIFAX,2528264144,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"921 JUNIOR HIGH ROAD
SCOTLAND NECK, NC 27874
(36.13460324900046, -77.43191841199967)",36.1346032490004,-77.43191841199967
341303,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,520 ALLEN STREET,,,TROY,NC,27371,MONTGOMERY,9105721301,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"520 ALLEN STREET
TROY, NC 27371
(35.36383370900046, -79.89144667199963)",35.3638337090004,-79.89144667199963
341304,VIDANT BERTIE  HOSPITAL,1403 SOUTH KINGS STREET,,,WINDSOR,NC,27983,BERTIE,2527946600,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1403 SOUTH KINGS STREET
WINDSOR, NC 27983
(35.98934290300048, -76.92848152399966)",35.9893429030004,-76.92848152399966
341305,MEDWEST SWAIN,45 PLATEAU STREET,,,BRYSON CITY,NC,28713,SWAIN,8284882155,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"45 PLATEAU STREET
BRYSON CITY, NC 28713
(35.43504514300048, -83.44470743199969)",35.4350451430004,-83.44470743199969
341307,PENDER MEMORIAL HOSPITAL,507 E FREMONT ST,,,BURGAW,NC,28425,PENDER,9102595451,Critical Access Hospitals,Government - Local,TRUE,"507 E FREMONT ST
BURGAW, NC 28425
(34.551373759000455, -77.92000406499966)",34.55137375900045,-77.92000406499966
341308,YADKIN VALLEY COMMUNITY HOSPITAL,624 WEST MAIN ST,,,YADKINVILLE,NC,27055,YADKIN,3366792041,Critical Access Hospitals,Proprietary,TRUE,"624 WEST MAIN ST
YADKINVILLE, NC 27055
(36.13449154300048, -80.67134842999968)",36.1344915430004,-80.67134842999968
341310,VIDANT PUNGO HOSPITAL,210 EAST WATER ST,,,BELHAVEN,NC,27810,BEAUFORT,2529432111,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"210 EAST WATER ST
BELHAVEN, NC 27810
(35.53788000300045, -76.62262624799968)",35.5378800030004,-76.62262624799968
341311,CHATHAM HOSPITAL INC,475 PROGRESS BLVD,,,SILER CITY,NC,27344,CHATHAM,9196632113,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"475 PROGRESS BLVD
SILER CITY, NC 27344
(35.72817224000045, -79.42333730699966)",35.7281722400004,-79.42333730699966
341313,DAVIE COUNTY HOSPITAL,223 HOSPITAL ST,,,MOCKSVILLE,NC,27028,DAVIE,3367518100,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"223 HOSPITAL ST
MOCKSVILLE, NC 27028
(35.89911458200049, -80.57115799799965)",35.8991145820004,-80.57115799799965
341314,WASHINGTON COUNTY HOSP INC,958 US HWY 64 EAST,,,PLYMOUTH,NC,27962,WASHINGTON,2527934135,Critical Access Hospitals,Proprietary,TRUE,"958 US HWY 64 EAST
PLYMOUTH, NC 27962
(35.86389338800046, -76.72978616599966)",35.8638933880004,-76.72978616599966
341315,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,501 SOUTH POPLAR STREET,,,ELIZABETHTOWN,NC,28337,BLADEN,9108625100,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"501 SOUTH POPLAR STREET
ELIZABETHTOWN, NC 28337
(34.62343639700049, -78.60835113599967)",34.6234363970004,-78.60835113599967
341316,HIGHLANDS CASHIERS HOSPITAL INC,190 HOSPITAL DRIVE,,,HIGHLANDS,NC,28741,MACON,8285261200,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"190 HOSPITAL DRIVE
HIGHLANDS, NC 28741
(35.08554247100045, -83.18625021399964)",35.0855424710004,-83.18625021399964
341317,PIONEER COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,,,DANBURY,NC,27016,STOKES,3365932831,Critical Access Hospitals,Proprietary,TRUE,"1570 NC 8 &amp; 89 HWY NORTH
DANBURY, NC 27016
(36.450580739000486, -80.21912646999965)",36.45058073900048,-80.21912646999965
341318,VIDANT CHOWAN HOSPITAL,211 VIRGINIA RD,,,EDENTON,NC,27932,CHOWAN,2524828451,Critical Access Hospitals,Government - Local,TRUE,"211 VIRGINIA RD
EDENTON, NC 27932
(36.07099609800048, -76.60927485599967)",36.0709960980004,-76.60927485599967
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",90 HOSPITAL DRIVE PO BOX 1116,,,BREVARD,NC,28712,TRANSYLVANIA,8288835302,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"90 HOSPITAL DRIVE PO BOX 1116
BREVARD, NC 28712
(35.256286687000454, -82.71521143499967)",35.25628668700045,-82.71521143499967
341320,ALLEGHANY COUNTY MEMORIAL HOSPITAL,617 DOCTORS STREET,,,SPARTA,NC,28675,ALLEGHANY,3363725511,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"617 DOCTORS STREET
SPARTA, NC 28675
(36.50944972800045, -81.10941898299967)",36.5094497280004,-81.10941898299967
341321,BLOWING ROCK HOSPITAL,418 CHESTNUT DRIVE,,,BLOWING ROCK,NC,28605,WATAUGA,8282953136,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"418 CHESTNUT DRIVE
BLOWING ROCK, NC 28605
(36.12854933100044, -81.67645961799968)",36.1285493310004,-81.67645961799968
341322,ST LUKES HOSPITAL,101 HOSPITAL DRIVE,,,COLUMBUS,NC,28722,POLK,8288943311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"101 HOSPITAL DRIVE
COLUMBUS, NC 28722
(35.24044310600044, -82.21258027799968)",35.2404431060004,-82.21258027799968
341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,,,LINVILLE,NC,28646,AVERY,8287377000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"434 HOSPITAL DRIVE
LINVILLE, NC 28646
(36.106352024000444, -81.85585962699963)",36.10635202400044,-81.85585962699963
341324,"THE OUTER BANKS HOSPITAL, INC",4800 SOUTH CROATAN HIGHWAY,,,NAGS HEAD,NC,27959,DARE,2524494500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"4800 SOUTH CROATAN HIGHWAY
NAGS HEAD, NC 27959
(35.94081527400044, -75.61694810199964)",35.9408152740004,-75.61694810199964
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVE,,,JEFFERSON,NC,28640,ASHE,3362467101,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"200 HOSPITAL AVE
JEFFERSON, NC 28640
(36.42303736600047, -81.45966612099966)",36.4230373660004,-81.45966612099966
341326,ANGEL MEDICAL CENTER,120 RIVERVIEW ST PO BOX 1209,,,FRANKLIN,NC,28734,MACON,8285248411,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"120 RIVERVIEW ST PO BOX 1209
FRANKLIN, NC 28734
(35.18462543700048, -83.37773370799965)",35.1846254370004,-83.37773370799965
341327,J ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE ST,,,SOUTHPORT,NC,28461,BRUNSWICK,9104573800,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"924 HOWE ST
SOUTHPORT, NC 28461
(33.92904944400044, -78.02217952399968)",33.9290494440004,-78.02217952399968
350002,ST ALEXIUS MEDICAL CENTER,900 E BROADWAY,,,BISMARCK,ND,58501,BURLEIGH,7015307000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"900 E BROADWAY
BISMARCK, ND 58501
(46.806422013000486, -100.77841563999971)",46.80642201300048,-100.77841563999971
350006,TRINITY HOSPITALS,407 3RD ST SE,,,MINOT,ND,58701,WARD,7018575000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"407 3RD ST SE
MINOT, ND 58701
(48.232389097000464, -101.28843903299969)",48.23238909700046,-101.28843903299969
350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,,,FARGO,ND,58122,CASS,7012342000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"801 BROADWAY NORTH
FARGO, ND 58122
(46.88475832500046, -96.78768946699967)",46.8847583250004,-96.78768946699967
350015,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,,,BISMARCK,ND,58506,BURLEIGH,7013236000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"300 N 7TH ST
BISMARCK, ND 58506
(46.80749109800047, -100.7816112319997)",46.8074910980004,-100.7816112319997
350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,,,GRAND FORKS,ND,58201,GRAND FORKS,7017805000,Acute Care Hospitals,Government - Local,TRUE,"1200 S COLUMBIA RD
GRAND FORKS, ND 58201
(47.90915899000049, -97.06649153099966)",47.9091589900004,-97.06649153099966
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,,,FARGO,ND,58102,,7012323241,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"2101 ELM STREET
FARGO, ND 58102
(46.90687016700048, -96.77680034999969)",46.9068701670004,-96.77680034999969
350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,PO BOX 160,,,BELCOURT,ND,58316,ROLETTE,7014776111,Acute Care Hospitals,Government - Federal,TRUE,"PO BOX 160
BELCOURT, ND 58316
(48.83137845100049, -99.8096656729997)",48.8313784510004,-99.8096656729997
350064,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,10 NORTH RIVER ROAD,,,FORT YATES,ND,58538,SIOUX,7018543831,Acute Care Hospitals,Government - Federal,TRUE,"10 NORTH RIVER ROAD
FORT YATES, ND 58538
(46.08539617200046, -100.6278482949997)",46.0853961720004,-100.6278482949997
350070,ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,,,FARGO,ND,58104,CASS,7013648000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"3000 32ND AVE SOUTH
FARGO, ND 58104
(46.83249161500049, -96.82809120599967)",46.8324916150004,-96.82809120599967
351300,TIOGA MEDICAL CENTER,810 N WELO ST,,,TIOGA,ND,58852,WILLIAMS,7016643305,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"810 N WELO ST
TIOGA, ND 58852
(48.401866947000485, -102.93473292799968)",48.40186694700048,-102.93473292799968
351301,MOUNTRAIL COUNTY MEDICAL CENTER,615 6TH ST SE,,,STANLEY,ND,58784,MOUNTRAIL,7016282424,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"615 6TH ST SE
STANLEY, ND 58784
(48.3123253280005, -102.3807859429997)",48.312325328000,-102.3807859429997
351302,MCKENZIE COUNTY HEALTHCARE SYSTEMS,516 NORTH MAIN ST,,,WATFORD CITY,ND,58854,MCKENZIE,7018423000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"516 NORTH MAIN ST
WATFORD CITY, ND 58854
(47.806754482000485, -103.28303906999969)",47.80675448200048,-103.28303906999969
351303,GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,,,GARRISON,ND,58540,MCLEAN,7014632275,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"407 3RD AVE SE
GARRISON, ND 58540
(47.648372603000496, -101.41089252499967)",47.64837260300049,-101.41089252499967
351304,COMMUNITY MEMORIAL HOSPITAL,220 5TH AVE W,,,TURTLE LAKE,ND,58575,MCLEAN,7014482331,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"220 5TH AVE W
TURTLE LAKE, ND 58575
(47.517947783000466, -100.8941847319997)",47.51794778300046,-100.8941847319997
351305,KENMARE COMMUNITY HOSPITAL,PO BOX 697,,,KENMARE,ND,58746,WARD,7013854296,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"PO BOX 697
KENMARE, ND 58746
(48.69659638100046, -102.08240769999969)",48.6965963810004,-102.08240769999969
351306,COOPERSTOWN MEDICAL CENTER,1200 ROBERTS AVE NE,,,COOPERSTOWN,ND,58425,GRIGGS,7017972221,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1200 ROBERTS AVE NE
COOPERSTOWN, ND 58425
(47.44558004000049, -98.11907387699966)",47.4455800400004,-98.11907387699966
351307,ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,,,BOTTINEAU,ND,58318,BOTTINEAU,7012289300,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"316 OHMER STREET
BOTTINEAU, ND 58318
(48.829193844000486, -100.44911845699966)",48.82919384400048,-100.44911845699966
351308,NELSON COUNTY HEALTH SYSTEM,200 N MAIN ST,,,MCVILLE,ND,58254,NELSON,7013224328,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"200 N MAIN ST
MCVILLE, ND 58254
(47.76582885200048, -98.17734096699968)",47.7658288520004,-98.17734096699968
351309,SANFORD MAYVILLE,42 6TH AVENUE SE,,,MAYVILLE,ND,58257,TRAILL,7017863800,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"42 6TH AVENUE SE
MAYVILLE, ND 58257
(47.50111782400046, -97.31737140899969)",47.5011178240004,-97.31737140899969
351310,SAKAKAWEA MEDICAL CENTER - CAH,510 8TH AVENUE NE,,,HAZEN,ND,58545,MERCER,7017482225,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"510 8TH AVENUE NE
HAZEN, ND 58545
(47.29828598500046, -101.61147910399967)",47.2982859850004,-101.61147910399967
351311,LISBON AREA HEALTH SERVICES,905 MAIN ST,,,LISBON,ND,58054,RANSOM,7016835241,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"905 MAIN ST
LISBON, ND 58054
(46.43745773000046, -97.68138755099966)",46.4374577300004,-97.68138755099966
351312,NORTHWOOD DEACONESS HEALTH CENTER,PO BOX 190,,,NORTHWOOD,ND,58267,GRAND FORKS,7015876060,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"PO BOX 190
NORTHWOOD, ND 58267
(47.74430587000046, -97.59079736999968)",47.7443058700004,-97.59079736999968
351313,SOUTHWEST HEALTHCARE SERVICES,14 6TH AVE SW,,,BOWMAN,ND,58623,BOWMAN,7015235265,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"14 6TH AVE SW
BOWMAN, ND 58623
(46.181898997000474, -103.4037802949997)",46.18189899700047,-103.4037802949997
351314,JACOBSON MEMORIAL HOSPITAL  CARE CENTER,601 EAST ST N,,,ELGIN,ND,58533,GRANT,7015842792,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"601 EAST ST N
ELGIN, ND 58533
(46.4071063770005, -101.84204895199969)",46.407106377000,-101.84204895199969
351315,OAKES COMMUNITY HOSPITAL,1200 N 7TH ST,,,OAKES,ND,58474,DICKEY,7017423291,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1200 N 7TH ST
OAKES, ND 58474
(46.15087627800045, -98.09037062199968)",46.1508762780004,-98.09037062199968
351316,PRESENTATION MEDICAL CENTER,213 SECOND AVE NE,,,ROLLA,ND,58367,ROLETTE,7014773161,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"213 SECOND AVE NE
ROLLA, ND 58367
(48.86185336700049, -99.61500692799967)",48.8618533670004,-99.61500692799967
351318,CARRINGTON HEALTH CENTER,PO BOX 461,,,CARRINGTON,ND,58421,FOSTER,7016523141,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"PO BOX 461
CARRINGTON, ND 58421
(47.447646274000476, -99.10850778999969)",47.44764627400047,-99.10850778999969
351319,PEMBINA COUNTY MEMORIAL HOSPITAL,BOX 380,,,CAVALIER,ND,58220,PEMBINA,7012658461,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"BOX 380
CAVALIER, ND 58220
(48.7834878000005, -97.66594858499968)",48.783487800000,-97.66594858499968
351320,UNITY MEDICAL CENTER,164 W 13TH STREET,,,GRAFTON,ND,58237,WALSH,7013521620,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"164 W 13TH STREET
GRAFTON, ND 58237
(48.4114286190005, -97.41366260899969)",48.411428619000,-97.41366260899969
351321,WISHEK COMMUNITY HOSPITAL,1007 4TH AVE S,,,WISHEK,ND,58495,MCINTOSH,7014522326,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1007 4TH AVE S
WISHEK, ND 58495
(46.2551245730005, -99.55183993299966)",46.255124573000,-99.55183993299966
351322,ASHLEY MEDICAL CENTER,612 CENTER AVENUE N,,,ASHLEY,ND,58413,MCINTOSH,7012883433,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"612 CENTER AVENUE N
ASHLEY, ND 58413
(46.040102773000456, -99.37174857699966)",46.04010277300045,-99.37174857699966
351323,CAVALIER COUNTY MEMORIAL HOSPITAL,909 2ND ST,,,LANGDON,ND,58249,CAVALIER,7012566100,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"909 2ND ST
LANGDON, ND 58249
(48.7620499460005, -98.3666486999997)",48.762049946000,-98.3666486999997
351324,MERCY HOSPITAL OF VALLEY CITY,570 CHAUTAUQUA BLVD,,,VALLEY CITY,ND,58072,BARNES,7018456400,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"570 CHAUTAUQUA BLVD
VALLEY CITY, ND 58072
(46.928550455000504, -97.99485318299969)",46.92855045500050,-97.99485318299969
351325,ST LUKE'S HOSPITAL,702 1ST ST SW,,,CROSBY,ND,58730,DIVIDE,7019656384,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"702 1ST ST SW
CROSBY, ND 58730
(48.90678125800048, -103.29822679499966)",48.9067812580004,-103.29822679499966
351326,FIRST CARE HEALTH CENTER,115 VIVIAN ST,,,PARK RIVER,ND,58270,WALSH,7012847500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"115 VIVIAN ST
PARK RIVER, ND 58270
(48.39920333500049, -97.74489573499966)",48.3992033350004,-97.74489573499966
351327,ST ALOISIUS MEDICAL CENTER,325 E BREWSTER ST,,,HARVEY,ND,58341,WELLS,7013244651,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"325 E BREWSTER ST
HARVEY, ND 58341
(47.76767703000047, -99.93649690399968)",47.7676770300004,-99.93649690399968
351328,LINTON HOSPITAL - CAH,518 NORTH BROADWAY,,,LINTON,ND,58552,EMMONS,7012544511,Critical Access Hospitals,Government - Local,TRUE,"518 NORTH BROADWAY
LINTON, ND 58552
(46.271096781000495, -100.23288355399967)",46.27109678100049,-100.23288355399967
351329,SANFORD HILLSBORO,12 THIRD STREET SOUTH EAST,,,HILLSBORO,ND,58045,TRAILL,7016363200,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"12 THIRD STREET SOUTH EAST
HILLSBORO, ND 58045
(47.40307995900048, -97.06588424599965)",47.4030799590004,-97.06588424599965
351330,WEST RIVER REGIONAL MEDICAL CENTER-CAH,1000 HIGHWAY 12,,,HETTINGER,ND,58639,ADAMS,7015674561,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1000 HIGHWAY 12
HETTINGER, ND 58639
(46.002810868000495, -102.47587510199969)",46.00281086800049,-102.47587510199969
351331,TOWNER COUNTY MEDICAL CENTER,HWY 281 N,,,CANDO,ND,58324,TOWNER,7019684411,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"HWY 281 N
CANDO, ND 58324
(48.481817063000506, -99.2096163119997)",48.48181706300050,-99.2096163119997
351332,HEART OF AMERICA MEDICAL CENTER,800 S MAIN AVE,,,RUGBY,ND,58368,PIERCE,7017765261,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"800 S MAIN AVE
RUGBY, ND 58368
(48.362949496000454, -99.99614255299969)",48.36294949600045,-99.99614255299969
351333,THE MERCY HOSPITAL OF DEVILS LAKE,1031 7TH ST NE,,,DEVILS LAKE,ND,58301,RAMSEY,7016622131,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1031 7TH ST NE
DEVILS LAKE, ND 58301
(48.114812860000484, -98.85031132799969)",48.11481286000048,-98.85031132799969
351334,MERCY MEDICAL CENTER,1301 15TH AVE W,,,WILLISTON,ND,58801,WILLIAMS,7017747400,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"1301 15TH AVE W
WILLISTON, ND 58801
(48.15508154200046, -103.64546615899968)",48.1550815420004,-103.64546615899968
351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,,,JAMESTOWN,ND,58401,STUTSMAN,7012521050,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"2422 20TH ST SW
JAMESTOWN, ND 58401
(46.88801506800047, -98.74971689499966)",46.8880150680004,-98.74971689499966
351336,ST JOSEPH'S HOSPITAL & HEALTH CENTER,30 WEST 7TH ST,,,DICKINSON,ND,58601,STARK,7014564000,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"30 WEST 7TH ST
DICKINSON, ND 58601
(46.88797915200047, -102.79258581399966)",46.8879791520004,-102.79258581399966
360001,MERCY HOSPITAL ANDERSON,7500 STATE ROAD,,,CINCINNATI,OH,45255,HAMILTON,5136244006,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"7500 STATE ROAD
CINCINNATI, OH 45255
(39.08434839600045, -84.34836800199969)",39.0843483960004,-84.34836800199969
360002,SAMARITAN REGIONAL HEALTH SYSTEM,1025 CENTER ST,,,ASHLAND,OH,44805,ASHLAND,4192890491,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1025 CENTER ST
ASHLAND, OH 44805
(40.85863537200049, -82.31036986899966)",40.8586353720004,-82.31036986899966
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,,,CINCINNATI,OH,45219,HAMILTON,5135841000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"234 GOODMAN STREET
CINCINNATI, OH 45219
(39.136664820000476, -84.50119867899969)",39.13666482000047,-84.50119867899969
360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,,,COLUMBUS,OH,43214,FRANKLIN,6145665000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"3535 OLENTANGY RIVER RD
COLUMBUS, OH 43214
(40.03019655200046, -83.03363193599967)",40.0301965520004,-83.03363193599967
360008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,,,PORTSMOUTH,OH,45662,SCIOTO,7403545000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1805 27TH STREET
PORTSMOUTH, OH 45662
(38.75430754400048, -82.97598297099967)",38.7543075440004,-82.97598297099967
360009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,,,LIMA,OH,45804,ALLEN,4199984731,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"1001 BELLEFONTAINE AVENUE
LIMA, OH 45804
(40.73590151100046, -84.08812602199964)",40.7359015110004,-84.08812602199964
360010,UNION HOSPITAL,659 BOULEVARD,,,DOVER,OH,44622,TUSCARAWAS,3303433311,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"659 BOULEVARD
DOVER, OH 44622
(40.534242848000474, -81.47927799999968)",40.53424284800047,-81.47927799999968
360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,,,MARION,OH,43302,MARION,7403838400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1000 MCKINLEY PARK DRIVE
MARION, OH 43302
(40.57215038700048, -83.12878621499965)",40.5721503870004,-83.12878621499965
360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,,,WESTERVILLE,OH,43081,FRANKLIN,6148984000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"500 SOUTH CLEVELAND AVENUE
WESTERVILLE, OH 43081
(40.114107231000446, -82.94884479299964)",40.11410723100044,-82.94884479299964
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,,,SIDNEY,OH,45365,SHELBY,9374985418,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"915 WEST MICHIGAN STREET
SIDNEY, OH 45365
(40.28799276800049, -84.16890981899968)",40.2879927680004,-84.16890981899968
360014,O'BLENESS MEMORIAL HOSPITAL,55 HOSPITAL DRIVE,,,ATHENS,OH,45701,ATHENS,7405929233,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"55 HOSPITAL DRIVE
ATHENS, OH 45701
(39.328515612000444, -82.11513534999966)",39.32851561200044,-82.11513534999966
360016,"JEWISH HOSPITAL, LLC",4777 EAST GALBRAITH ROAD,,,CINCINNATI,OH,45236,HAMILTON,5136863003,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"4777 EAST GALBRAITH ROAD
CINCINNATI, OH 45236
(39.20674477200049, -84.38026227899968)",39.2067447720004,-84.38026227899968
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,,,COLUMBUS,OH,43215,FRANKLIN,6145669978,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"111 SOUTH GRANT AVENUE
COLUMBUS, OH 43215
(39.96098321000045, -82.99064497499967)",39.9609832100004,-82.99064497499967
360019,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,155 5TH STREET N E,,,BARBERTON,OH,44203,SUMMIT,3306153000,Acute Care Hospitals,Proprietary,TRUE,"155 5TH STREET N E
BARBERTON, OH 44203
(41.01538013300046, -81.58973482299967)",41.0153801330004,-81.58973482299967
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,,,CLEVELAND,OH,44106,,2167913800,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"10701 EAST BLVD
CLEVELAND, OH 44106
(41.51262838200046, -81.61325813399964)",41.5126283820004,-81.61325813399964
360020,SUMMA HEALTH SYSTEMS HOSPITALS,525 EAST MARKET STREET,,,AKRON,OH,44309,SUMMIT,3303753000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"525 EAST MARKET STREET
AKRON, OH 44309
(41.07880644900047, -81.50109953299966)",41.0788064490004,-81.50109953299966
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,,,SANDUSKY,OH,44870,ERIE,4195577400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1111 HAYES AVENUE
SANDUSKY, OH 44870
(41.44623857200048, -82.70880265199963)",41.4462385720004,-82.70880265199963
360026,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,,,XENIA,OH,45385,GREENE,9373522000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1141 NORTH MONROE DRIVE
XENIA, OH 45385
(39.70009805400048, -83.92871629799964)",39.7000980540004,-83.92871629799964
360027,AKRON GENERAL MEDICAL CENTER,400 WABASH AVENUE,,,AKRON,OH,44307,SUMMIT,3303446000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"400 WABASH AVENUE
AKRON, OH 44307
(41.07796670300047, -81.53297910199967)",41.0779667030004,-81.53297910199967
